ID,List,Age,Gender,NatLang_AE,KnowOtherLang,GrewUpWithOtherLangInHousehould,LangDis,Vocab,Vocab.MedSplit,ART(Hit-FalseAl),ART.MedSplit,MeanAcc_Total,Condition,Coherence,Ambiguity,Accuracy,TrialDwell,KEY_FF,KEY_GazeDur,KEY_RegrPath,KEY_ProbRegrOut,KEY_SecPass,COHCUE_FF,COHCUE_GazeDur,COHCUE_RegrPath,COHCUE_ProbRegrOut,COHCUE_SecPass,SPILLOVER_FF,SPILLOVER_GazeDur,SPILLOVER_RegrPath,SPILLOVER_ProbRegrOut,SPILLOVER_SecPass
s043,3,20,f,1,0,0,0,66,high,5,low,0.725978648,Anom_UA,Anom,UA,0.833333333,2454.2,185,185,203.7142857,0.142857143,NA,204,204,204,0,159,335.1,360.4,468.3,0.3,NA
s044,4,21,f,1,0,0,0,71,high,20,high,0.786476868,Anom_UA,Anom,UA,0.916666667,3029.454545,213.3333333,237.8888889,353.8888889,0.333333333,269,224.4545455,238,308.0909091,0.181818182,205.75,238.1818182,278.8181818,537.5454545,0.545454545,169
s045,1,20,f,1,0,0,0,59,low,13,high,0.786476868,Anom_UA,Anom,UA,0.545454545,4891.833333,207.2,207.2,534.4,0.2,484.6666667,228.4,228.4,348.8,0.2,202.5,297.6666667,334.6666667,861.5,0.333333333,369.25
s047,3,22,f,1,0,1,0,71,high,18,high,0.93594306,Anom_UA,Anom,UA,0.833333333,3842.8,213.75,213.75,213.75,0,250,283.25,323.75,323.75,0,345,335.3333333,399.3333333,768.4444444,0.444444444,443.2
s048,4,19,f,1,0,0,0,59,low,7,low,0.829181495,Anom_UA,Anom,UA,0.916666667,5237.818182,231.75,253.25,422.375,0.125,267.8333333,249.9,292.1,292.1,0,175.375,206,372.1818182,1529.090909,0.727272727,268.8571429
s049,1,18,f,1,0,0,0,53,low,8,low,0.658362989,Anom_UA,Anom,UA,0.545454545,5996.5,215.1666667,215.1666667,380.5,0.5,193,219,265.8,493.8,0.4,244.75,221,331.3333333,740.6666667,0.5,211.6666667
s050,2,20,f,1,0,0,0,71,high,6,low,0.829181495,Anom_UA,Anom,UA,1,4675.647887,254.5,368.5833333,444.4166667,0.166666667,289.8333333,283.4166667,355.0833333,426.5833333,0.166666667,343.2,224,345.5,1107.9,0.7,502.6
s051,3,22,f,1,1,0,0,64,low,6,low,0.743772242,Anom_UA,Anom,UA,0.5,5168.166667,233.6666667,299.1666667,299.1666667,0,227.5,239.3333333,278.6666667,278.6666667,0,340,236,358.6666667,358.6666667,0,192.3333333
s052,4,19,f,1,0,0,0,66,high,15,high,0.786476868,Anom_UA,Anom,UA,0.833333333,2824.9,291.4444444,291.4444444,477,0.444444444,230.5,290,290,312.6666667,0.166666667,146,269.5555556,304.7777778,696.4444444,0.777777778,NA
s053,1,18,f,1,0,0,0,63,low,23,high,0.829181495,Anom_UA,Anom,UA,0.909090909,4263.2,291.25,344.5,448,0.25,231.6666667,245.8888889,273.4444444,273.4444444,0,278,265.2,324.3,451.7,0.3,330.25
s054,2,20,f,1,0,1,0,62,low,15,high,0.765124555,Anom_UA,Anom,UA,0.830985915,4013.694915,211.875,224.375,317.125,0.25,211.5714286,159.875,215.25,511.5,0.625,203.5,225.125,225.125,981.375,0.25,326.6
s056,4,22,f,1,0,0,0,68,high,21,high,0.765124555,Anom_UA,Anom,UA,0.833333333,3408.6,210,270.1111111,382.7777778,0.222222222,244.5,224.5,237.375,399.25,0.25,167.5,281.25,441.375,631.5,0.25,498.6666667
s057,1,23,f,1,0,0,0,54,low,20,high,0.597864769,Anom_UA,Anom,UA,0.363636364,3435.25,260.6666667,260.6666667,388,0.333333333,206.3333333,231.5,231.5,231.5,0,297.5,220.75,220.75,307.5,0.25,136
s058,2,22,f,1,0,0,0,52,low,7,low,0.722419929,Anom_UA,Anom,UA,0.915492958,3166.015385,185,261.7777778,261.7777778,0,NA,212,249.4,340.2,0.2,275.5,254.8181818,349.3636364,532.4545455,0.363636364,443.5
s059,3,20,f,1,0,0,0,64,low,7,low,0.683274021,Anom_UA,Anom,UA,0.583333333,9113,322.1428571,322.1428571,364.8571429,0.285714286,275.1428571,265.2857143,265.2857143,319.2857143,0.142857143,342.5,246.1428571,445.7142857,2027.142857,0.714285714,307.1666667
s060,4,34,f,1,0,0,0,58,low,8,low,0.829181495,Anom_UA,Anom,UA,0.916666667,3801.636364,253.625,292.25,347.75,0.125,272.5,236.7,338.7,338.7,0,194.3333333,244.7,260,367.9,0.3,281
s061,1,19,f,1,0,0,0,56,low,13,high,0.786476868,Anom_UA,Anom,UA,0.909090909,2153.7,249.5,249.5,325.8333333,0.166666667,239,215.875,215.875,245.625,0.125,NA,215,261.9,420.3,0.2,266
s062,2,23,f,1,0,0,0,58,low,12,low,0.743772242,Anom_UA,Anom,UA,1,3871.140845,229.5833333,252,266.5833333,0.083333333,205.5714286,203.75,230.6666667,260.5833333,0.083333333,158.8,229.4166667,345.3333333,810.9166667,0.5,369
s063,3,19,m,1,0,0,0,64,low,14,high,0.786476868,Anom_UA,Anom,UA,0.75,6457,235.875,235.875,631.125,0.25,251,252.1111111,279.7777778,690.6666667,0,290.25,279.2222222,371.7777778,2667.111111,0.888888889,453.8571429
s064,4,18,f,1,0,0,0,41,low,1,low,0.829181495,Anom_UA,Anom,UA,1,5087.75,316,400.3333333,700.1666667,0.333333333,351.4,275.1818182,384.3636364,430,0.090909091,223.4,278.2727273,429.0909091,975.0909091,0.454545455,278.6666667
s065,1,22,f,1,0,0,0,52,low,6,low,0.743772242,Anom_UA,Anom,UA,0.727272727,3949.25,236.2857143,262.2857143,423.7142857,0.285714286,192.6666667,247.375,267,267,0,228,206.75,399.375,769.625,0.25,374
s066,2,22,f,1,0,0,0,64,low,5,low,0.829181495,Anom_UA,Anom,UA,1,2834.084507,179.6363636,189.9090909,189.9090909,0,278.5,207,262.25,361.25,0.25,247.5,183.0909091,310.2727273,536.9090909,0.363636364,159
s067,3,18,f,1,0,0,0,65,low,18,high,0.8113879,Anom_UA,Anom,UA,0.916666667,3313.272727,199,199,288.7272727,0.272727273,201,215.3636364,230,383.0909091,0.181818182,336.8333333,220.7,287.4,448.6,0.3,202.2
s068,4,20,f,1,1,0,0,69,high,10,low,0.914590747,Anom_UA,Anom,UA,1,3639.25,243.5,261.25,346.5,0.375,246.5,268.9,268.9,324.5,0.1,326.75,358.9166667,395.5833333,592.5,0.333333333,225.5
s069,1,21,f,1,1,0,0,69,high,9,low,0.829181495,Anom_UA,Anom,UA,0.909090909,4304.8,242,252.5,305.875,0.25,221.5,272.6666667,288.4444444,378.4444444,0.333333333,335.3333333,251.8,322.7,437.7,0.1,262.1428571
s070,2,21,f,1,0,0,0,74,high,20,high,0.722419929,Anom_UA,Anom,UA,0.915492958,2607.876923,247.7,247.7,284.9,0.2,240.6666667,205.4,222.7,222.7,0,280.5,227,249.3333333,466,0.333333333,324.6666667
s071,3,19,f,1,0,0,0,50,low,11,low,0.87544484,Anom_UA,Anom,UA,0.75,5233.111111,254.25,254.25,444,0.375,247.6666667,317.5,438.875,460.5,0.125,310.6,388.875,499.25,851.875,0.375,326
s072,4,24,m,1,0,0,0,65,low,19,high,0.768683274,Anom_UA,Anom,UA,1,3572,244.4444444,261.7777778,279.5555556,0.111111111,374.75,288.4166667,361.6666667,369.75,0.083333333,236.6666667,240.8181818,503.1818182,784.8181818,0.272727273,250
s073,1,21,m,1,0,0,0,74,high,14,high,0.850533808,Anom_UA,Anom,UA,0.818181818,4433.666667,244.5555556,263.5555556,278.3333333,0.111111111,413,268.6666667,299.7777778,299.7777778,0,197.5,267.5555556,289.5555556,289.5555556,0,274.75
s074,2,24,f,1,0,0,0,65,low,4,low,0.829181495,Anom_UA,Anom,UA,0.915492958,5392.430769,248.1818182,361.6363636,447,0.181818182,238.1428571,264.9090909,379,447.0909091,0.181818182,450.5,371.1818182,500.1818182,770.1818182,0.181818182,580.7142857
s075,3,19,m,1,0,0,0,60,low,6,low,0.679715302,Anom_UA,Anom,UA,0.583333333,3519.428571,230.8333333,230.8333333,525.3333333,0.333333333,144.3333333,243,267.7142857,315.5714286,0.142857143,192.5,162.1666667,278.6666667,278.6666667,0,157
s076,4,20,m,1,0,0,0,70,high,11,low,0.850533808,Anom_UA,Anom,UA,0.916666667,2694.363636,250.5,250.5,316.25,0.25,346,250.3,250.3,303.4,0.1,227.3333333,410.1818182,471.7272727,708.2727273,0.454545455,NA
s077,1,19,f,1,0,0,0,68,high,13,high,0.765124555,Anom_UA,Anom,UA,0.818181818,3150.444444,222.5,254.1666667,254.1666667,0,NA,277.75,308.625,332.875,0.125,317,349.5555556,647.5555556,647.5555556,0,NA
s078,2,21,f,1,0,0,0,59,low,6,low,0.765124555,Anom_UA,Anom,UA,0.830985915,6070.932203,312.4444444,339.4444444,482.3333333,0.333333333,233,292.8,347.4,622.3,0.5,314.6666667,321.375,360.75,1967.875,0.625,428.1666667
s079,3,22,m,1,0,0,0,69,high,14,high,0.790035587,Anom_UA,Anom,UA,0.833333333,2521.8,172.4444444,189.1111111,189.1111111,0,NA,212.7,254.8,254.8,0,200.5,246.6,246.6,388.2,0.3,334
s080,4,20,f,1,0,0,0,57,low,11,low,0.807829181,Anom_UA,Anom,UA,0.833333333,3826.1,201.5555556,201.5555556,246.4444444,0.111111111,261.2,223,304,317.8,0.1,217,254.5,451.3,793.9,0.5,310
s081,1,23,f,1,0,0,0,78,high,41,high,0.829181495,Anom_UA,Anom,UA,0.909090909,2978.5,205.1,205.1,293.9,0.1,277.5,192.2222222,192.2222222,506.2222222,0.555555556,260.5,216.75,270.25,409.5,0.25,241
s082,2,18,m,1,0,0,0,53,low,9,low,0.807829181,Anom_UA,Anom,UA,0.915492958,4943.492308,200.5,271.6,344.5,0.1,272,274.7777778,380.2222222,736.7777778,0.222222222,337.6,290.6666667,539.8888889,1721.222222,0.777777778,233.8333333
s083,3,19,m,1,0,0,0,65,low,8,low,0.854092527,Anom_UA,Anom,UA,0.916666667,4519.545455,273.2222222,273.2222222,512,0.333333333,216.6666667,226.7,288.2,340,0.2,198,220.9,345.6,843,0.8,389.6666667
s084,4,19,f,1,0,0,0,66,high,4,low,0.743772242,Anom_UA,Anom,UA,1,3943.083333,233.4444444,363.8888889,618.2222222,0.333333333,215.6666667,253.3636364,306.1818182,378.8181818,0.181818182,242,227.4166667,333.0833333,1039.916667,0.833333333,215.25
s085,1,20,m,1,0,0,0,68,high,12,low,0.807829181,Anom_UA,Anom,UA,0.909090909,4230.4,186.125,186.125,415.625,0.375,228.25,235.7777778,235.7777778,331,0.222222222,225,276.2,329.7,1287.3,0.7,262.4
s086,2,20,f,1,0,0,0,70,high,13,high,0.807829181,Anom_UA,Anom,UA,0.915492958,2787.830769,204.6666667,204.6666667,204.6666667,0,262.3333333,226.4,238.7,452.6,0.2,233.8571429,259.8888889,319.4444444,605.2222222,0.666666667,135
s087,3,21,f,1,0,0,0,51,low,7,low,0.8113879,Anom_UA,Anom,UA,0.833333333,3613.4,286.4,286.4,358.8,0.4,202,264.2222222,289.3333333,307.3333333,0.111111111,324,413,544.7777778,782.3333333,0.444444444,371.75
s088,4,21,f,1,0,0,0,67,high,13,high,0.786476868,Anom_UA,Anom,UA,1,3716.666667,244.4444444,341.6666667,480.4444444,0.555555556,312,257.1,279.5,279.5,0,193.3333333,232.6666667,248.0833333,366.6666667,0.416666667,173.75
s089,1,19,m,1,0,0,0,65,low,14,high,0.871886121,Anom_UA,Anom,UA,0.909090909,4103.9,246.7777778,271,424.5555556,0.333333333,203.3333333,221.5,221.5,512,0.125,250.2,205.3333333,225.4444444,295,0.111111111,224.75
s090,2,19,f,1,0,0,0,61,low,21,high,0.807829181,Anom_UA,Anom,UA,0.830985915,3671.813559,262,262,314,0.285714286,264,253.9,289.1,370.2,0.2,212.5,324.6666667,357.1111111,925.5555556,0.666666667,283.3333333
s091,3,22,m,1,0,0,0,69,high,9,low,0.850533808,Anom_UA,Anom,UA,0.833333333,3123.3,248.3,262.1,262.1,0,289.3333333,266.6,307.3,307.3,0,374.75,297.8888889,313.5555556,507.1111111,0.444444444,309
s092,4,19,m,1,0,0,0,77,high,31,high,0.893238434,Anom_UA,Anom,UA,1,1771,172.75,172.75,190.875,0.125,NA,217,241.25,241.25,0,NA,255.4166667,297.5833333,337.0833333,0.166666667,NA
s093,1,20,m,1,0,0,0,73,high,19,high,0.829181495,Anom_UA,Anom,UA,0.909090909,5156.7,324.8,344.5,413.3,0.1,341,342.6,398.3,488.9,0.1,497.6,357.7,442.7,1190.3,0.4,494.5
s094,2,20,f,1,0,0,0,60,low,10,low,0.701067616,Anom_UA,Anom,UA,1,2736.929577,181.5,219.0833333,249.5833333,0.083333333,273.5,210.3333333,268.6666667,342.6666667,0.166666667,384.5,259.7,429.4,548.5,0.1,238.3333333
s096,4,22,f,1,0,0,0,66,high,3,low,0.701067616,Anom_UA,Anom,UA,0.416666667,4599.4,259.6666667,259.6666667,361.6666667,0,NA,206.75,206.75,315.25,0.25,189,254.2,410.6,778,0.8,228
s098,2,18,f,1,0,0,0,67,high,15,high,0.850533808,Anom_UA,Anom,UA,1,3519.943662,301.8181818,333.3636364,333.3636364,0,183.5,224.6666667,260.75,271.8333333,0.083333333,NA,306.2222222,493.7777778,742.6666667,0.555555556,314
s099,3,23,f,1,0,0,0,72,high,15,high,0.918149466,Anom_UA,Anom,UA,0.833333333,3793.5,230.4444444,230.4444444,297.5555556,0.111111111,239.1666667,246.4,246.4,285.3,0.2,259.75,197.6,401.9,452.4,0.1,297
s100,3,22,f,1,0,0,0,63,low,0,low,0.896797153,Anom_UA,Anom,UA,0.916666667,4371.727273,209.8181818,271.9090909,337.5454545,0.181818182,289.6,235.3636364,357.7272727,357.7272727,0,283,235.3333333,366.8888889,421.6666667,0.111111111,189
s101,2,20,f,1,0,0,0,70,high,12,low,0.765124555,Anom_UA,Anom,UA,1,3552.225352,292,315.5454545,315.5454545,0,359.2857143,233.25,257.4166667,310.8333333,0.083333333,167,255.8181818,473.3636364,728.7272727,0.545454545,243
s001,1,18,f,1,0,0,0,70,high,22,high,0.722419929,Anom_Amb,Anom,Amb,0.915492958,2786,233.4,233.4,266.2,0.2,200,235.5555556,251.2222222,420.8888889,0.444444444,240,303.5,421.8,642.5,0.4,360
s002,2,19,f,1,0,0,0,65,low,17,high,0.850533808,Anom_Amb,Anom,Amb,0.666666667,3639.75,202.125,234.5,234.5,0,382.25,192.25,224.25,328.25,0.125,183.5,198.5714286,264.5714286,576.4285714,0.142857143,258
s003,3,19,f,1,0,0,0,58,low,20,high,0.854092527,Anom_Amb,Anom,Amb,0.833333333,2407.9,235.8,235.8,308.8,0.2,254,146.8333333,146.8333333,146.8333333,0,NA,217.4285714,217.4285714,391,0.142857143,161
s004,4,19,f,1,0,0,0,59,low,11,low,0.786476868,Anom_Amb,Anom,Amb,0.454545455,4966.8,237.6,270,270,0,209,205.8,205.8,205.8,0,197.75,266.2,462.6,702.2,0.4,207.75
s005,1,22,f,1,0,0,0,56,low,4,low,0.679715302,Anom_Amb,Anom,Amb,0.746478873,4512.301887,197,221.1111111,221.1111111,0,432.3333333,264.5555556,396.2222222,480.8888889,0.111111111,364.5,266,387,581.6666667,0.222222222,269
s006,2,21,f,1,0,0,0,52,low,7,low,0.829181495,Anom_Amb,Anom,Amb,0.666666667,4413.375,273.25,273.25,273.25,0,508,272.625,359.125,498.25,0.25,740,297.125,310,764.75,0.375,305.3333333
s007,3,22,f,1,0,0,0,74,high,17,high,0.871886121,Anom_Amb,Anom,Amb,0.916666667,4814.545455,275.8181818,302.9090909,331,0.090909091,317.8,267.5,394.4,538.2,0.2,268.2,206.2,313.3,880.1,0.5,272.2
s008,4,22,f,1,0,0,0,59,low,6,low,0.807829181,Anom_Amb,Anom,Amb,0.909090909,3902.1,314.8571429,370.7142857,456.1428571,0.142857143,228.3333333,197.2857143,197.2857143,555.4285714,0.571428571,217,208.5,249,777.4,0.7,305
s009,1,19,f,1,0,0,0,75,high,23,high,0.893238434,Anom_Amb,Anom,Amb,1,2320.985915,169.25,169.25,169.25,0,NA,240.5,240.5,240.5,0,216,396.5454545,493.9090909,594.7272727,0.181818182,339.5
s010,2,19,f,1,0,0,0,54,low,8,low,0.765124555,Anom_Amb,Anom,Amb,0.75,4687.555556,182.3333333,293,327.4444444,0.111111111,198.5,214.7777778,335.6666667,335.6666667,0,374.8333333,233.1111111,308.6666667,964.4444444,0.777777778,211
s011,3,19,f,1,0,0,0,64,low,11,low,0.87544484,Anom_Amb,Anom,Amb,0.916666667,3694.181818,230.7777778,230.7777778,270.4444444,0.111111111,196.8,220.2,234.4,329.7,0.1,239.6,198.8181818,198.8181818,1082.272727,0.909090909,247
s012,4,18,f,1,0,0,0,62,low,11,low,0.850533808,Anom_Amb,Anom,Amb,1,3551.272727,255.8888889,255.8888889,332.4444444,0.222222222,167,243.4,333,400.3,0.1,457,307.5,516.8,577.4,0.1,697
s013,1,19,f,1,0,0,0,66,high,16,high,0.59430605,Anom_Amb,Anom,Amb,0.661971831,3869.957447,271.125,271.125,271.125,0,256.5,226.5714286,426,426,0,314,246.5714286,370,693.8571429,0.285714286,374.2
s014,2,18,f,1,0,0,0,62,low,5,low,0.765124555,Anom_Amb,Anom,Amb,0.666666667,2473,212.125,212.125,212.125,0,214.2,215,215,215,0,103,247.3333333,247.3333333,728.3333333,0.5,104
s015,3,20,m,1,0,0,0,66,high,15,high,0.832740214,Anom_Amb,Anom,Amb,0.833333333,2002.6,211.5714286,211.5714286,211.5714286,0,116,238.8,238.8,413.8,0.2,207,211.7777778,211.7777778,450.3333333,0.888888889,256
s016,4,19,m,1,0,0,0,74,high,15,high,0.914590747,Anom_Amb,Anom,Amb,0.818181818,4930.777778,206.625,206.625,452.25,0.625,232.6666667,236,266.7777778,369.4444444,0.222222222,500.7142857,227.3333333,293.2222222,2004,0.888888889,431.6666667
s017,1,20,m,1,0,0,0,71,high,18,high,0.850533808,Anom_Amb,Anom,Amb,0.915492958,2728.830769,265.1428571,265.1428571,315.1428571,0.142857143,195.5,227.2222222,237.8888889,315.2222222,0.111111111,195.6666667,255.2,306.5,647.2,0.3,224.6666667
s019,3,27,m,1,0,0,0,71,high,41,high,0.850533808,Anom_Amb,Anom,Amb,1,2701,245.1666667,256.5833333,256.5833333,0,200.6666667,221.8888889,237.3333333,237.3333333,0,NA,238.25,276.1666667,429.1666667,0.333333333,272
s020,4,18,m,1,0,0,0,69,high,4,low,0.893238434,Anom_Amb,Anom,Amb,0.909090909,5700.3,303.1428571,303.1428571,366.4285714,0.285714286,238.1428571,302.5,363.75,796.75,0.25,328.75,321.9,501.8,1460.8,0.8,278.8
s021,1,21,f,1,0,0,0,69,high,20,high,0.765124555,Anom_Amb,Anom,Amb,0.746478873,1545.283019,227.4285714,227.4285714,227.4285714,0,258.3333333,218,241.8571429,291,0.285714286,NA,179.5,179.5,333.1666667,0.666666667,NA
s022,2,18,f,1,0,0,0,45,low,6,low,0.893238434,Anom_Amb,Anom,Amb,0.916666667,8164.363636,257.1111111,257.1111111,497.7777778,0.333333333,188.125,205.5454545,254.4545455,671.8181818,0.090909091,212.2222222,260.0909091,302,1182.818182,0.272727273,254.1111111
s023,3,19,f,1,0,0,0,71,high,12,low,0.790035587,Anom_Amb,Anom,Amb,1,2756.166667,253.6,291.9,399.9,0.3,300.4,219.5,241.75,308.375,0.125,251.75,311.3,362.8,1001.8,0.7,205.5
s024,4,20,m,1,0,1,0,73,high,13,high,0.786476868,Anom_Amb,Anom,Amb,0.454545455,2023.8,154,154,282,0,163,166.2,166.2,533.4,0.2,160,206.75,206.75,771.5,0.75,NA
s025,1,20,f,1,0,0,0,67,high,17,high,0.829181495,Anom_Amb,Anom,Amb,1,2994.873239,269.2,269.2,269.2,0,236.5714286,231.8333333,259.3333333,259.3333333,0,170,189.1666667,261.6666667,383.3333333,0.333333333,195
s026,2,21,f,1,0,1,0,70,high,25,high,0.743772242,Anom_Amb,Anom,Amb,0.916666667,4545.909091,256.0909091,256.0909091,353.0909091,0.181818182,290,261.2727273,261.2727273,303.8181818,0.090909091,271.25,295.8,295.8,758.2,0.3,315
s027,3,19,f,1,1,0,0,76,high,16,high,0.939501779,Anom_Amb,Anom,Amb,1,4284.75,384.1,476.1,604,0.2,294.8571429,250,250,283.6666667,0.166666667,349.6,235.0833333,288.5,646.1666667,0.416666667,267
s028,4,20,m,1,0,0,0,64,low,23,high,0.829181495,Anom_Amb,Anom,Amb,0.727272727,3430.375,195.3333333,195.3333333,348.8333333,0.333333333,271.25,267,267,845.7142857,0.428571429,245,225.1666667,281.3333333,697,0.333333333,112
s029,1,18,f,1,0,0,0,64,low,12,low,0.743772242,Anom_Amb,Anom,Amb,0.577464789,4091.878049,262.5,262.5,262.5,0,231,229,242,587.1428571,0.285714286,157,219.8,219.8,1848.2,0.8,261.5
s030,2,19,f,1,0,0,0,63,low,18,high,0.765124555,Anom_Amb,Anom,Amb,0.75,4382.777778,261,299.875,299.875,0,467.8,253.4285714,402,427,0.142857143,220,237.625,237.625,951.125,0.625,356.5
s031,3,18,f,1,0,0,0,46,low,7,low,0.786476868,Anom_Amb,Anom,Amb,0.583333333,5369.285714,207.1428571,227.4285714,227.4285714,0,291.25,292.2857143,318.1428571,318.1428571,0,244.5,273.5714286,476.2857143,1099.571429,0.285714286,406
s032,4,19,f,1,0,0,0,65,low,11,low,0.850533808,Anom_Amb,Anom,Amb,0.727272727,3952.875,230,260,282.5,0.125,357.3333333,234.8571429,234.8571429,314.5714286,0.571428571,NA,221.125,296,951.875,0.5,142
s033,1,19,f,1,0,0,0,70,high,14,high,0.765124555,Anom_Amb,Anom,Amb,0.746478873,3423.09434,234.5714286,255.2857143,356.8571429,0.142857143,263.6666667,314.125,363.75,479.375,0.375,219.5,259.8888889,315.7777778,503.6666667,0.333333333,290
s034,2,21,f,1,0,0,0,52,low,4,low,0.786476868,Anom_Amb,Anom,Amb,0.583333333,4861.142857,267.2857143,267.2857143,368.2857143,0.142857143,224.6,252.7142857,278.5714286,306.5714286,0.142857143,385.8333333,247,324.2857143,835.2857143,0.714285714,400.1666667
s035,3,19,f,1,0,0,0,73,high,16,high,0.832740214,Anom_Amb,Anom,Amb,1,2588,272.75,272.75,323.4166667,0.166666667,215.6,260.8888889,260.8888889,260.8888889,0,237,308.5454545,346.4545455,538.5454545,0.363636364,368.5
s036,4,18,m,1,0,0,0,59,low,6,low,0.615658363,Anom_Amb,Anom,Amb,0.272727273,4100,247.6666667,247.6666667,247.6666667,0,535.5,192,308,308,0,NA,257.6666667,339.3333333,576,0.333333333,NA
s037,1,20,f,1,0,0,0,78,high,17,high,0.765124555,Anom_Amb,Anom,Amb,0.915492958,3160.415385,277.8,309.9,366.5,0.2,156,242.7272727,242.7272727,297.4545455,0.181818182,200.5,238.3333333,238.3333333,861.6666667,0.777777778,230.3333333
s038,2,19,f,1,0,0,0,63,low,10,low,0.850533808,Anom_Amb,Anom,Amb,0.833333333,4248.6,251,251,265.5555556,0.111111111,333,296.5,311.6,406.9,0.3,324.1428571,260.375,297.625,447,0.25,221.25
s039,3,19,f,1,0,0,0,72,high,25,high,0.87544484,Anom_Amb,Anom,Amb,0.833333333,2482.8,209,209,246.4,0.1,210.75,235.625,235.625,308.875,0.125,NA,265.7,355.4,621.4,0.5,NA
s040,4,21,f,1,0,0,0,74,high,17,high,0.850533808,Anom_Amb,Anom,Amb,0.818181818,5403.666667,216.4285714,216.4285714,301.5714286,0.142857143,192.2,230.4285714,274,701.2857143,0.285714286,363.5,204.7777778,378.3333333,1848.777778,0.666666667,373.6
s041,1,19,f,1,0,0,0,56,low,6,low,0.640569395,Anom_Amb,Anom,Amb,0.76056338,3620.666667,249.7777778,282.2222222,331.5555556,0.222222222,267.8,250.1111111,277,301.7777778,0.111111111,NA,185.625,359.75,638.625,0.625,191
s042,2,20,f,1,0,0,0,72,high,10,low,0.871886121,Anom_Amb,Anom,Amb,0.833333333,3192.8,204.5714286,204.5714286,231.8571429,0.142857143,302,267.1111111,267.1111111,267.1111111,0,305.4,264.7777778,264.7777778,585.4444444,0.222222222,238.3333333
s043,3,20,f,1,0,0,0,66,high,5,low,0.725978648,Anom_Amb,Anom,Amb,1,2774.916667,201.25,201.25,252.625,0.125,280,229,240.8888889,240.8888889,0,447,256.8333333,404.25,709.9166667,0.5,234.5
s044,4,21,f,1,0,0,0,71,high,20,high,0.786476868,Anom_Amb,Anom,Amb,0.818181818,3254.777778,203,253.8888889,282.5555556,0,299,214.5,214.5,231,0.125,133.5,211.125,238.875,925.625,0.625,256.75
s045,1,20,f,1,0,0,0,59,low,13,high,0.786476868,Anom_Amb,Anom,Amb,0.661971831,6351.255319,185.75,249.5,495.875,0.5,403.5714286,234.125,276.875,558.875,0.375,337.1666667,265.2857143,363.8571429,2295,0.857142857,329.6666667
s047,3,22,f,1,0,1,0,71,high,18,high,0.93594306,Anom_Amb,Anom,Amb,1,3514.416667,260.1666667,271.1666667,338.1666667,0.166666667,233.3333333,251.9166667,271,271,0,288.6666667,363.6666667,449.3333333,674.9166667,0.5,190
s048,4,19,f,1,0,0,0,59,low,7,low,0.829181495,Anom_Amb,Anom,Amb,0.636363636,6208.571429,228.2857143,228.2857143,317.4285714,0.285714286,302.6666667,229.8571429,265.7142857,265.7142857,0,281.1428571,231.4285714,279.8571429,1893.142857,0.571428571,363.1428571
s049,1,18,f,1,0,0,0,53,low,8,low,0.658362989,Anom_Amb,Anom,Amb,0.830985915,6798.576271,237.3,266.6,460.4,0.2,290.125,260.2,306.8,819.3,0.4,255.5714286,228.6,228.6,1897.6,0.5,294.25
s050,2,20,f,1,0,0,0,71,high,6,low,0.829181495,Anom_Amb,Anom,Amb,0.916666667,4729.363636,249.4545455,307.2727273,374.7272727,0.181818182,486,268.1818182,403.5454545,403.5454545,0,631.6666667,243.7272727,336.4545455,610.6363636,0.272727273,303.4285714
s051,3,22,f,1,1,0,0,64,low,6,low,0.743772242,Anom_Amb,Anom,Amb,0.583333333,4938,187.2857143,222.5714286,511.4285714,0.428571429,245.3333333,215.1666667,215.1666667,215.1666667,0,277.75,193.5,245.5,389.3333333,0.166666667,245
s052,4,19,f,1,0,0,0,66,high,15,high,0.786476868,Anom_Amb,Anom,Amb,0.636363636,3161.285714,243,243,367.1428571,0.285714286,198.3333333,234.3333333,234.3333333,234.3333333,0,184,248.6666667,248.6666667,929.3333333,1,88
s053,1,18,f,1,0,0,0,63,low,23,high,0.829181495,Anom_Amb,Anom,Amb,0.915492958,4887.292308,300.3,329.4,398.5,0.3,522.75,272.25,272.25,336.375,0.125,306,269.0909091,394.6363636,680.5454545,0.363636364,202.5
s054,2,20,f,1,0,1,0,62,low,15,high,0.765124555,Anom_Amb,Anom,Amb,0.5,3677.5,200,200,200,0,227,209.25,246.25,537.75,0.5,302.3333333,201.6666667,201.6666667,494.6666667,0.333333333,95
s056,4,22,f,1,0,0,0,68,high,21,high,0.765124555,Anom_Amb,Anom,Amb,0.636363636,4815.714286,250,277.1428571,419.7142857,0.142857143,251,175.6666667,246.1666667,246.1666667,0,120,209.8333333,515.6666667,758,0.333333333,113
s057,1,23,f,1,0,0,0,54,low,20,high,0.597864769,Anom_Amb,Anom,Amb,0.507042254,3012.833333,262.6666667,262.6666667,262.6666667,0,293.5,232,297.8,357.4,0.2,126,222.5,222.5,529,0.25,216.5
s058,2,22,f,1,0,0,0,52,low,7,low,0.722419929,Anom_Amb,Anom,Amb,0.583333333,3538,192,192,318.8333333,0.166666667,196,237,290.1666667,290.1666667,0,260.6666667,351.5714286,512.4285714,757.8571429,0.428571429,282
